time,latitude,longitude,mag,id,updated,place,type,geom,state
11:30.3,36.0242,-97.093,3.1,usc000svxf,01/12/2014 20:04,"7km NW of Perkins, Oklahoma",earthquake,0101000020AD100000CAA145B6F34558C0174850FC18034240,Oklahoma
19:29.7,41.9148,-119.6483,3.19,nn00467057,49:17.5,"65km ESE of Lakeview, Oregon",earthquake,0101000020AD100000CC7F48BF7DE95DC0BE30992A18F54440,Nevada
39:46.2,41.8923,-119.6145,3.23,nn00467055,42:34.9,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD10000017D9CEF753E75DC0431CEBE236F24440,Nevada
10:18.9,36.0244,-97.0975,3.8,usc000svvx,48:55.2,"8km NW of Perkins, Oklahoma",earthquake,0101000020AD1000000AD7A3703D4658C0DE02098A1F034240,Oklahoma
32:27.5,41.909,-119.6588,3.29,nn00467032,18:01.1,"64km ESE of Lakeview, Oregon",earthquake,0101000020AD100000B5A679C729EA5DC03108AC1C5AF44440,Nevada
09/11/2014 18:56,59.0348,-152.9418,3.2,ak11436926,49:35.8,"103km SW of Anchor Point, Alaska",earthquake,0101000020AD100000EEEBC039231E63C04DF38E5374844D40,
39:54.7,36.3306,-97.5206,3.1,usc000svvp,37:19.8,"21km WNW of Perry, Oklahoma",earthquake,0101000020AD1000000C93A982516158C05F07CE19512A4240,Oklahoma
22:44.3,41.9017,-119.6171,3.06,nn00467018,22:58.7,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD1000002497FF907EE75DC0CF66D5E76AF34440,Nevada
37:56.8,13.1232,-90.9951,4.4,usc000svuv,11:12.7,"90km SSW of Puerto San Jose, Guatemala",earthquake,0101000020AD100000F90FE9B7AFBF56C002BC0512143F2A40,
40:47.4,41.8718,-119.6069,3.63,nn00466998,16:32.7,"70km ESE of Lakeview, Oregon",earthquake,0101000020AD10000050FC1873D7E65DC08F53742497EF4440,Nevada
55:44.7,36.2761,-97.2619,3.1,usc000svu9,08:19.9,"2km ESE of Perry, Oklahoma",earthquake,0101000020AD100000A2B437F8C25058C07A36AB3E57234240,Oklahoma
46:26.8,12.8854,-72.5905,4.4,usc000svu7,54:15.9,"123km N of Manaure, Colombia",earthquake,0101000020AD1000006F1283C0CA2552C0BEC1172653C52940,
24:13.8,44.5339,-129.648,4.4,usc000svu3,57:07.9,Off the coast of Oregon,earthquake,0101000020AD100000DBF97E6ABC3460C0CEAACFD556444640,
20:39.2,36.7135,-98.0413,3,usc000svrx,21:11.5,"27km NE of Helena, Oklahoma",earthquake,0101000020AD100000CA54C1A8A48258C017D9CEF7535B4240,Oklahoma
35:15.5,36.3298,-97.5266,3.3,usc000svru,51:30.7,"21km WNW of Perry, Oklahoma",earthquake,0101000020AD100000B6847CD0B36158C0431CEBE2362A4240,Oklahoma
14:06.8,13.1978,-90.9934,4.9,usc000svrq,58:33.2,"82km SSW of Puerto San Jose, Guatemala",earthquake,0101000020AD1000002BF697DD93BF56C0304CA60A46652A40,
08/11/2014 20:47,56.0006,-161.4641,3.4,usc000svrl,33:20.1,"95km NW of Sand Point, Alaska",earthquake,0101000020AD1000005B423EE8D92E64C055302AA913004C40,
47:54.9,13.5235,-90.7918,4.2,usb000sy91,30:43.0,"44km S of Puerto San Jose, Guatemala",earthquake,0101000020AD100000423EE8D9ACB256C079E92631080C2B40,
25:30.7,41.8957,-119.6124,3.25,nn00466929,19:04.6,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD1000008104C58F31E75DC07B832F4CA6F24440,Nevada
53:55.1,18.2845,-68.1829,3.2,pr14312003,22:03.1,"40km SE of Punta Cana, Dominican Republic",earthquake,0101000020AD1000000F9C33A2B40B51C046B6F3FDD4483240,
08/11/2014 14:00,62.735,-148.7477,3.6,ak11436477,32:07.4,"73km S of Cantwell, Alaska",earthquake,0101000020AD10000004E78C28ED9762C0AE47E17A145E4F40,Alaska
08/11/2014 12:54,65.1444,-148.9942,3.1,ak11436458,23:02.5,"56km NW of Ester, Alaska",earthquake,0101000020AD100000DDB5847CD09F62C0B7627FD93D495040,Alaska
27:29.9,41.8794,-119.6114,3.19,nn00466889,54:33.8,"69km ESE of Lakeview, Oregon",earthquake,0101000020AD1000009031772D21E75DC01B0DE02D90F04440,Nevada
10:18.5,36.3933,-97.2978,3,usc000svmz,08:07.5,"11km N of Perry, Oklahoma",earthquake,0101000020AD100000EC2FBB270F5358C027C286A757324240,Oklahoma
28:00.8,36.1734,-96.8468,3,usc000svmu,01:55.6,"14km WNW of Yale, Oklahoma",earthquake,0101000020AD1000002E90A0F8313658C02E90A0F831164240,Oklahoma
59:36.9,12.1763,-88.1354,4.2,usb000sy8v,30/11/2014 03:39,"97km SW of Jiquilillo, Nicaragua",earthquake,0101000020AD10000038F8C264AA0856C0D1915CFE435A2840,
08/11/2014 7:34,17.8978,-68.5904,3.1,pr14312002,29/11/2014 05:24,"53km S of Boca de Yuma, Dominican Republic",earthquake,0101000020AD100000BDE3141DC92551C04B598638D6E53140,
21:27.1,38.7868333,-122.7623333,3.21,nc72337305,54:12.8,"1km NNW of The Geysers, California",earthquake,0101000020AD100000B5099C11CAB05EC0AE731DF4B6644340,California
01:27.2,13.888,-93.275,4.1,usb000t1t9,57:26.6,"130km SW of Puerto Madero, Mexico",earthquake,0101000020AD1000009A999999995157C02DB29DEFA7C62B40,
29:33.6,41.9135,-119.6466,3.27,nn00466864,49:05.1,"65km ESE of Lakeview, Oregon",earthquake,0101000020AD100000FE65F7E461E95DC0B0726891EDF44440,Nevada
27:41.7,41.9079,-119.6385,3.25,nn00466859,40:10.4,"66km ESE of Lakeview, Oregon",earthquake,0101000020AD100000BE9F1A2FDDE85DC0EA04341136F44440,Nevada
08/11/2014 2:05,53.3928,-160.4059,3.1,usc000sxgm,13:15.8,"164km SSW of Chernabura Island, Alaska",earthquake,0101000020AD100000492EFF21FD0C64C035EF384547B24A40,
52:21.4,41.8933,-119.6081,3.1,nn00466842,58:09.6,"69km ESE of Lakeview, Oregon",earthquake,0101000020AD100000A52C431CEBE65DC027C286A757F24440,Nevada
47:43.5,41.8767,-119.6263,3.03,nn00466832,56:56.0,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD100000075F984C15E85DC09C33A2B437F04440,Nevada
04:26.8,26.3303,-110.7131,4,usc000sviv,29/11/2014 22:00,"72km ENE of Loreto, Mexico",earthquake,0101000020AD100000C4B12E6EA3AD5BC06ADE718A8E543A40,
08:51.4,36.6065,-97.8147,3.2,usc000svhd,40:38.4,"23km SSW of Medford, Oklahoma",earthquake,0101000020AD1000004703780B247458C01283C0CAA14D4240,Oklahoma
19:55.4,41.8911,-119.6192,3.55,nn00466769,22:08.2,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD100000BA6B09F9A0E75DC099BB96900FF24440,Nevada
39:20.3,41.8694,-119.6218,3.35,nn00466758,30:22.7,"69km ESE of Lakeview, Oregon",earthquake,0101000020AD100000C7293A92CBE75DC03A92CB7F48EF4440,Nevada
24:09.1,41.9036,-119.633,3.03,nn00466754,54:42.5,"66km ESE of Lakeview, Oregon",earthquake,0101000020AD1000008D976E1283E85DC03255302AA9F34440,Nevada
07:39.5,18.9311,-65.9822,3,pr14311001,59:12.9,"53km NNE of San Juan, Puerto Rico",earthquake,0101000020AD1000006688635DDC7E50C03C4ED1915CEE3240,
24:31.5,41.842,-119.6313,3.12,nn00466699,19:36.6,"70km ESE of Lakeview, Oregon",earthquake,0101000020AD100000BF7D1D3867E85DC0B29DEFA7C6EB4440,Nevada
07/11/2014 11:25,61.3221,-150.0936,3.4,ak11435681,51:10.1,"15km NW of Anchorage, Alaska",earthquake,0101000020AD100000FB5C6DC5FEC262C05305A3923AA94E40,Alaska
53:59.0,41.9143,-126.3465,3.2,usc000svbg,13:33.5,"168km WSW of Gold Beach, Oregon",earthquake,0101000020AD1000001904560E2D965FC0CC5D4BC807F54440,
05:54.9,41.8805,-119.6299,4.68,nn00466648,37:25.0,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD10000007F0164850E85DC062105839B4F04440,Nevada
58:40.5,41.9137,-119.6021,4.14,nn00466637,29/11/2014 03:36,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD100000FB3A70CE88E65DC0772D211FF4F44440,Nevada
06:07.7,41.8716,-119.6285,3.28,nn00466622,27/11/2014 08:44,"69km ESE of Lakeview, Oregon",earthquake,0101000020AD1000004E62105839E85DC0C898BB9690EF4440,Nevada
48:11.0,13.7219,-92.0519,4.6,usc000sv9q,50:09.4,"65km SSW of Champerico, Guatemala",earthquake,0101000020AD10000065AA6054520357C0FDF675E09C712B40,
59:20.0,13.6351,-90.6693,5.2,usc000sv8v,50:40.1,"33km S of Iztapa, Guatemala",earthquake,0101000020AD1000009FCDAACFD5AA56C01361C3D32B452B40,
51:11.6,41.9311,-119.6509,3.35,nn00466569,11:28.1,"64km ESE of Lakeview, Oregon",earthquake,0101000020AD100000D93D7958A8E95DC01EA7E8482EF74440,Nevada
07/11/2014 0:11,63.5044,-148.9936,3.4,ak11435210,24/11/2014 23:57,"12km N of Cantwell, Alaska",earthquake,0101000020AD100000C7293A92CB9F62C01B0DE02D90C04F40,Alaska
53:18.8,41.9316,-119.5816,3.09,nn00466538,24/11/2014 23:28,"69km ESE of Lakeview, Oregon",earthquake,0101000020AD100000A1D634EF38E55DC0107A36AB3EF74440,Nevada
06/11/2014 23:30,63.2938,-151.2345,3.6,ak11435193,24/11/2014 23:05,"114km W of Cantwell, Alaska",earthquake,0101000020AD1000002FDD240681E762C04BC8073D9BA54F40,Alaska
32:45.3,19.25,-64.4964,3.2,pr14310004,23/11/2014 21:53,"93km N of Road Town, British Virgin Islands",earthquake,0101000020AD100000006F8104C51F50C00000000000403340,
32:20.7,42.259,-127.0427,3,usc000sv4b,26:35.5,"216km W of Gold Beach, Oregon",earthquake,0101000020AD10000082E2C798BBC25FC0FDD478E926214540,
06/11/2014 16:56,31.4348,-115.333,3.7,usc000sv1k,53:48.3,"65km NW of San Felipe, Mexico",earthquake,0101000020AD1000005A643BDF4FD55CC0014D840D4F6F3F40,
58:01.4,41.9055,-119.625,4.21,nn00466488,27:09.2,"67km ESE of Lakeview, Oregon",earthquake,0101000020AD1000000000000000E85DC096438B6CE7F34440,Nevada
06/11/2014 15:46,60.0137,-153.2947,4,ak11434965,19:36.4,"60km SSW of Redoubt Volcano, Alaska",earthquake,0101000020AD10000033C4B12E6E2963C044FAEDEBC0014E40,Alaska
41:29.8,41.9215,-119.6581,3.5,usc000suz9,08:17.7,"64km ESE of Lakeview, Oregon",earthquake,0101000020AD100000D95F764F1EEA5DC0CBA145B6F3F54440,Nevada
07:46.9,41.8828,-119.6487,3.12,nn00466473,16:20.4,"66km ESE of Lakeview, Oregon",earthquake,0101000020AD100000933A014D84E95DC054742497FFF04440,Nevada
43:01.0,41.8495,-119.6366,3.11,nn00466470,04:30.9,"69km ESE of Lakeview, Oregon",earthquake,0101000020AD1000008D28ED0DBEE85DC0DBF97E6ABCEC4440,Nevada
15:33.8,41.8619,-119.6961,3.6,usc000suye,50:52.0,"64km SE of Lakeview, Oregon",earthquake,0101000020AD100000B8AF03E78CEC5DC011363CBD52EE4440,Nevada
34:46.5,41.9061,-119.6573,4.72,nn00466441,37:18.2,"65km ESE of Lakeview, Oregon",earthquake,0101000020AD1000004BEA043411EA5DC0EB73B515FBF34440,Nevada
00:01.0,41.8884,-119.6313,3.74,nn00466439,13:38.4,"67km ESE of Lakeview, Oregon",earthquake,0101000020AD100000BF7D1D3867E85DC019E25817B7F14440,Nevada
12:01.9,41.8906,-119.6497,3.65,nn00466436,41:55.6,"66km ESE of Lakeview, Oregon",earthquake,0101000020AD100000840D4FAF94E95DC0A7E8482EFFF14440,Nevada
15:57.5,41.8302,-119.6212,3.13,nn00466426,10:37.4,"72km ESE of Lakeview, Oregon",earthquake,0101000020AD1000009D11A5BDC1E75DC0D1915CFE43EA4440,Nevada
45:59.5,18.9941,-63.9567,3.2,pr14310000,02/12/2014 21:15,"94km NE of Road Town, British Virgin Islands",earthquake,0101000020AD100000A60A462575FA4FC01FF46C567DFE3240,
06/11/2014 3:13,60.1365,-151.1357,3.1,ak11434838,02/12/2014 20:08,"27km SSE of Cohoe, Alaska",earthquake,0101000020AD10000027C286A757E462C0B6F3FDD478114E40,Alaska
12:47.8,41.8748,-119.6381,3.4,nn00466410,42:21.9,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD100000F7E461A1D6E85DC039454772F9EF4440,Nevada
35:02.8,37.2082,-98.039,3.2,usc000suv5,23:29.0,"6km N of Anthony, Kansas",earthquake,0101000020AD100000D122DBF97E8258C07B832F4CA69A4240,Kansas
21:11.5,41.8799,-119.6304,3.71,nn00466401,01/12/2014 23:08,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD1000007FD93D7958E85DC00DE02D90A0F04440,Nevada
17:11.0,41.8649,-119.6349,3.54,nn00466400,01/12/2014 21:56,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD100000BF0E9C33A2E85DC0BB270F0BB5EE4440,Nevada
54:37.2,41.891,-119.6179,3.27,nn00466393,09:08.4,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD100000B30C71AC8BE75DC0365EBA490CF24440,Nevada
45:32.0,59.1663,-136.3489,3.7,usc000suuq,36:46.8,"52km W of Haines, Alaska",earthquake,0101000020AD100000613255302A0B61C093A9825149954D40,Alaska
01:11.3,41.8713,-119.61,3.47,nn00466391,53:54.7,"70km ESE of Lakeview, Oregon",earthquake,0101000020AD100000D7A3703D0AE75DC09D8026C286EF4440,Nevada
23:51.0,41.8698,-119.6272,3.41,nn00466387,55:06.2,"69km ESE of Lakeview, Oregon",earthquake,0101000020AD1000004703780B24E85DC0C8073D9B55EF4440,Nevada
06:13.6,41.8799,-119.6088,3.45,nn00466353,12/11/2014 14:14,"70km ESE of Lakeview, Oregon",earthquake,0101000020AD10000082734694F6E65DC00DE02D90A0F04440,Nevada
53:23.5,41.8589,-119.6295,3.51,nn00466562,12/11/2014 19:21,"69km ESE of Lakeview, Oregon",earthquake,0101000020AD1000003F355EBA49E85DC06744696FF0ED4440,Nevada
18:40.0,41.894,-119.6197,3.4,nn00466329,12/11/2014 19:31,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD1000003255302AA9E75DC0DF4F8D976EF24440,Nevada
01:27.6,18.7488,-67.443,3.2,pr14309003,12/11/2014 19:35,"46km NW of Caban, Puerto Rico",earthquake,0101000020AD1000003108AC1C5ADC50C0AB3E575BB1BF3240,
03:52.0,59.1925,-136.285,4.7,usc000suk4,50:32.6,"48km W of Haines, Alaska",earthquake,0101000020AD10000085EB51B81E0961C0713D0AD7A3984D40,Alaska
18:26.5,41.8291,-119.6046,4.22,nn00466315,44:48.0,"73km ESE of Lakeview, Oregon",earthquake,0101000020AD10000058CA32C4B1E65DC08A8EE4F21FEA4440,Nevada
23:49.8,41.8938,-119.6221,3.2,nn00466349,06:57.4,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD100000DDB5847CD0E75DC01895D40968F24440,Nevada
29:57.1,41.9125,-119.6217,3.22,nn00466306,33:53.0,"67km ESE of Lakeview, Oregon",earthquake,0101000020AD10000016FBCBEEC9E75DC0CDCCCCCCCCF44440,Nevada
12:50.4,41.8823,-119.6191,3.63,nn00466305,52:35.1,"69km ESE of Lakeview, Oregon",earthquake,0101000020AD100000083D9B559FE75DC062A1D634EFF04440,Nevada
23:06.7,41.9221,-119.612,3.74,nn00466291,44:54.0,"67km ESE of Lakeview, Oregon",earthquake,0101000020AD100000BB490C022BE75DC020D26F5F07F64440,Nevada
07:27.4,37.1979,-98.0516,3.2,usc000suhh,18:28.8,"5km NNW of Anthony, Kansas",earthquake,0101000020AD1000004F1E166A4D8358C06FF085C954994240,Kansas
51:51.3,41.8901,-119.6214,3.41,nn00466287,21:59.9,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD100000006F8104C5E75DC0B515FBCBEEF14440,Nevada
07:47.8,41.9047,-119.6197,3.23,nn00466276,38:08.2,"67km ESE of Lakeview, Oregon",earthquake,0101000020AD1000003255302AA9E75DC07958A835CDF34440,Nevada
05:37.9,41.8886,-119.6139,3.53,nn00466275,10:58.4,"69km ESE of Lakeview, Oregon",earthquake,0101000020AD100000ECC039234AE75DC0E09C11A5BDF14440,Nevada
54:56.2,41.8923,-119.6245,3.39,nn00466272,09:24.4,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD1000008716D9CEF7E75DC0431CEBE236F24440,Nevada
26:44.7,41.9034,-119.6284,3.24,nn00467524,22:08.9,"67km ESE of Lakeview, Oregon",earthquake,0101000020AD1000009C33A2B437E85DC06B9A779CA2F34440,Nevada
23:04.4,41.9078,-119.6202,4.59,nn00466248,41:20.0,"67km ESE of Lakeview, Oregon",earthquake,0101000020AD100000AB3E575BB1E75DC087A757CA32F44440,Nevada
14:46.2,41.8987,-119.6313,3.04,nn00466247,35:40.5,"67km ESE of Lakeview, Oregon",earthquake,0101000020AD100000BF7D1D3867E85DC02575029A08F34440,Nevada
45:30.6,41.8852,-119.6103,3.45,nn00466240,22:50.5,"69km ESE of Lakeview, Oregon",earthquake,0101000020AD100000EC2FBB270FE75DC0A835CD3B4EF14440,Nevada
05:38.7,36.5865,-97.7806,3,usc000sue5,51:01.3,"22km NNE of Enid, Oklahoma",earthquake,0101000020AD1000007DD0B359F57158C0508D976E124B4240,Oklahoma
45:24.8,19.2374,-64.2119,3.4,pr14309000,30/11/2014 19:51,"100km NNE of Road Town, British Virgin Islands",earthquake,0101000020AD1000006F8104C58F0D50C00612143FC63C3340,
13:50.3,35.4607,-97.0329,3.2,usc000sudh,37:11.2,"5km ENE of McLoud, Oklahoma",earthquake,0101000020AD10000075029A081B4258C034A2B437F8BA4140,Oklahoma
16:07.1,41.8994,-119.6348,3.25,nn00466210,34:38.2,"67km ESE of Lakeview, Oregon",earthquake,0101000020AD1000000DE02D90A0E85DC0DE02098A1FF34440,Nevada
46:37.2,36.5872,-97.7776,3,usc000stz7,04/11/2014 13:09,"23km NNE of Enid, Oklahoma",earthquake,0101000020AD100000A857CA32C47158C0091B9E5E294B4240,Oklahoma
04/11/2014 13:41,56.2205,-154.231,3,ak11433737,32:16.6,"97km ENE of Chirikof Island, Alaska",earthquake,0101000020AD10000008AC1C5A644763C04E621058391C4C40,
04/11/2014 11:52,56.5966,-154.865,3.3,ak11433724,23:43.9,"97km NNE of Chirikof Island, Alaska",earthquake,0101000020AD10000048E17A14AE5B63C0956588635D4C4C40,
47:58.2,41.8817,-119.613,4.05,nn00466104,49:34.9,"69km ESE of Lakeview, Oregon",earthquake,0101000020AD100000AC1C5A643BE75DC00D71AC8BDBF04440,Nevada
20:24.7,38.8913,-116.1623,3.84,nn00466095,58:58.7,"61km WNW of Currant, Nevada",earthquake,0101000020AD10000003098A1F630A5DC060764F1E16724340,Nevada
16:48.7,36.7535,-97.5583,3,usc000stw5,36:23.8,"16km ESE of Medford, Oklahoma",earthquake,0101000020AD100000D656EC2FBB6358C09CC420B072604240,Oklahoma
44:31.6,40.4078333,-124.8926667,3.39,nc72334480,33:08.9,"56km WSW of Ferndale, California",earthquake,0101000020AD1000009CAE827321395FC021DCAEE133344440,
09:02.9,18.138,-64.842,3.1,pr14308000,30/11/2014 20:17,"24km SSE of Charlotte Amalie, U.S. Virgin Islands",earthquake,0101000020AD100000D9CEF753E33550C016D9CEF753233240,
16:50.9,35.7762,-97.4563,3,usc000stt1,34:50.8,"11km SSW of Guthrie, Oklahoma",earthquake,0101000020AD1000008C4AEA04345D58C0DE9387855AE34140,Oklahoma
03/11/2014 20:41,17.172,-95.237,4.2,usb000t1ls,03:26.2,"18km W of Palomares, Mexico",earthquake,0101000020AD100000BB490C022BCF57C079E92631082C3140,
49:45.1,19.302,-66.3246,3.1,pr14307009,03/11/2014 16:41,"92km N of Brenas, Puerto Rico",earthquake,0101000020AD1000000612143FC69450C05A643BDF4F4D3340,
03:34.8,17.8348,-67.9613,3.2,pr14307011,04/11/2014 15:47,"83km W of Pole Ojea, Puerto Rico",earthquake,0101000020AD10000044696FF085FD50C068B3EA73B5D53140,
43:57.6,45.3512,-117.1887,3.4,uw60915571,22:53.4,"3km E of Joseph, Oregon",earthquake,0101000020AD10000055302AA9134C5DC0772D211FF4AC4640,Oregon
08:53.1,19.0214,-66.8636,3.2,pr14307007,04/11/2014 12:40,"59km N of Hatillo, Puerto Rico",earthquake,0101000020AD100000D734EF3845B750C068226C787A053340,
00:23.9,18.3635,-68.0022,3.3,pr14307005,51:07.2,"48km ESE of Punta Cana, Dominican Republic",earthquake,0101000020AD1000004703780B240051C0931804560E5D3240,
53:35.5,34.0175,-117.2323333,3.29,ci37284704,15:28.8,"4km SSE of Loma Linda, California",earthquake,0101000020AD10000064517D8CDE4E5DC00AD7A3703D024140,California
50:52.6,18.295,-68.1526,3.2,pr14307003,45:57.5,"41km SE of Punta Cana, Dominican Republic",earthquake,0101000020AD100000A857CA32C40951C0EC51B81E854B3240,
10:32.5,35.6073,-97.2105,3.3,usc000stla,11:03.9,"6km SSW of Luther, Oklahoma",earthquake,0101000020AD100000B6F3FDD4784D58C02F6EA301BCCD4140,Oklahoma
58:29.1,35.6063,-97.2121,3,usc000stl7,07:24.6,"6km SSW of Luther, Oklahoma",earthquake,0101000020AD100000D3DEE00B934D58C04BC8073D9BCD4140,Oklahoma
54:11.6,44.1116,-129.001,4.1,usc000stl2,53:08.4,Off the coast of Oregon,earthquake,0101000020AD10000079E92631082060C0E71DA7E8480E4640,
07:31.1,19.1105,-67.2279,3.2,pr14307001,37:28.8,"69km N of San Antonio, Puerto Rico",earthquake,0101000020AD1000008AB0E1E995CE50C03F355EBA491C3340,
50:33.7,19.3059,-64.4903,3,pr14306006,22/11/2014 23:16,"99km N of Road Town, British Virgin Islands",earthquake,0101000020AD100000A54E4013611F50C0AED85F764F4E3340,
34:45.4,11.5633,-86.3108,4.4,usc000stj6,26/11/2014 22:32,"22km SSW of Santa Teresa, Nicaragua",earthquake,0101000020AD10000032E6AE25E49355C071AC8BDB68202740,
39:27.5,55.838,-161.609,3.1,usc000sw60,44:33.6,"89km NW of Sand Point, Alaska",earthquake,0101000020AD100000736891ED7C3364C02506819543EB4B40,Alaska
02/11/2014 14:20,58.0021,-152.1353,3.3,ak11432843,48:59.6,"28km NE of Kodiak, Alaska",earthquake,0101000020AD100000C364AA60540463C02AA913D044004D40,
16:18.7,37.0753,-104.9121,3,usc000sthw,00:29.4,"38km WSW of Trinidad, Colorado",earthquake,0101000020AD1000009FABADD85F3A5AC0C4B12E6EA3894240,Colorado
02/11/2014 10:08,54.7324,-160.6023,3.4,usc000stk1,19:23.2,"67km S of Sand Point, Alaska",earthquake,0101000020AD100000304CA60A461364C092CB7F48BF5D4B40,
26:40.6,10.7786,-86.8686,4.3,usc000sthb,28:08.2,"118km SSW of Masachapa, Nicaragua",earthquake,0101000020AD1000008F53742497B755C0CA54C1A8A48E2540,
55:11.6,17.7926,-68.6959,3.8,pr14306003,21:57.7,"65km S of Boca de Yuma, Dominican Republic",earthquake,0101000020AD100000545227A0892C51C042CF66D5E7CA3140,
02/11/2014 7:18,59.8032,-153.0697,3.8,ak11432708,09:39.2,"69km W of Anchor Point, Alaska",earthquake,0101000020AD10000000917EFB3A2263C0D712F241CFE64D40,Alaska
02/11/2014 3:22,61.3291,-150.945,3.5,ak11432675,22:44.4,"57km WNW of Anchorage, Alaska",earthquake,0101000020AD1000000AD7A3703DDE62C08A8EE4F21FAA4E40,Alaska
02/11/2014 1:58,46.938,-67.032,3.2,usc000sue7,47:19.1,"New Brunswick, Canada",earthquake,0101000020AD100000355EBA490CC250C0F2D24D6210784740,
58:36.1,36.8427,-97.7538,3.1,usc000stfh,03:15.8,"4km NNW of Medford, Oklahoma",earthquake,0101000020AD10000063EE5A423E7058C06B2BF697DD6B4240,Oklahoma
29:30.7,18.0912,-63.6287,3,pr14306000,09:04.9,"57km W of Marigot, Saint Martin",earthquake,0101000020AD100000637FD93D79D04FC02C6519E258173240,
01/11/2014 22:42,58.9978,-147.7548,3.6,ak11432652,24:11.8,"94km WSW of Middleton Island, Alaska",earthquake,0101000020AD100000AA605452277862C072F90FE9B77F4D40,
21:43.4,32.9513333,-115.5388333,3.35,ci37284448,49:35.0,"1km SSW of Brawley, California",earthquake,0101000020AD100000BA5FAA3E7CE25CC0428C214AC5794040,California
55:30.3,13.7005,-92.0408,4.5,usc000stc9,37:41.7,"67km SSW of Champerico, Guatemala",earthquake,0101000020AD100000516B9A779C0257C02DB29DEFA7662B40,
23:12.9,9.9647,-84.1839,4.2,usc000stjd,44:18.9,"2km S of San Antonio, Costa Rica",earthquake,0101000020AD100000006F8104C50B55C004E78C28EDED2340,
01/11/2014 6:03,36.0481,-97.2529,3,usc000stb1,45:09.5,"11km N of Langston, Oklahoma",earthquake,0101000020AD100000234A7B832F5058C003780B2428064240,Oklahoma
01/11/2014 3:59,60.118,-151.6529,3.1,ak11432533,28:56.8,"33km SW of Cohoe, Alaska",earthquake,0101000020AD100000DE718A8EE4F462C0C976BE9F1A0F4E40,
01/11/2014 1:20,61.5406,-152.1262,3.1,ak11432499,56:18.0,"104km NNW of Nikiski, Alaska",earthquake,0101000020AD1000002B1895D4090463C0DA1B7C6132C54E40,Alaska
16:33.6,19.1455,-64.0828,3.2,pr14304007,21/11/2014 23:14,"98km NE of Road Town, British Virgin Islands",earthquake,0101000020AD100000F7065F984C0550C06891ED7C3F253340,
54:51.8,18.9853,-64.2546,3.2,pr14304006,23/11/2014 00:49,"73km NNE of Road Town, British Virgin Islands",earthquake,0101000020AD100000F163CC5D4B1050C0B1BFEC9E3CFC3240,
24:45.8,18.9983,-64.4076,3.4,pr14304005,22:09.1,"68km NNE of Road Town, British Virgin Islands",earthquake,0101000020AD10000060764F1E161A50C0C898BB9690FF3240,
16:49.1,16.049,-98.367,4.3,usc000st8b,29:20.0,"46km S of Cuajinicuilapa, Mexico",earthquake,0101000020AD100000736891ED7C9758C0068195438B0C3040,
31/10/2014 16:49,64.31,-159.3116,3.1,ak11431883,03:01.3,"86km NE of Unalakleet, Alaska",earthquake,0101000020AD100000E02D90A0F8E963C0A4703D0AD7135040,Alaska
31/10/2014 08:57,61.5241,-146.6619,3,ak11431744,20/11/2014 09:28,"46km NNW of Valdez, Alaska",earthquake,0101000020AD1000001EA7E8482E5562C0B3EA73B515C34E40,Alaska
22:59.4,36.4912,-99.0812,3.4,usb000srxu,49:32.6,"12km ENE of Mooreland, Oklahoma",earthquake,0101000020AD100000DA1B7C6132C558C0C9E53FA4DF3E4240,Oklahoma
31/10/2014 04:44,53.3036,-164.202,3.4,usc000st8e,57:33.0,"139km SE of Akutan, Alaska",earthquake,0101000020AD1000005839B4C8768664C06688635DDCA64A40,
49:33.9,36.6076,-97.6706,3.1,usb000sryz,21/11/2014 22:55,"22km SSE of Medford, Oklahoma",earthquake,0101000020AD100000A52C431CEB6A58C0598638D6C54D4240,Oklahoma
39:28.3,35.9662,-97.3781,3.2,usb000ss14,31:03.0,"10km NNE of Guthrie, Oklahoma",earthquake,0101000020AD10000087A757CA325858C096B20C71ACFB4140,Oklahoma
54:59.1,17.3199,-68.0203,3.2,pr14303008,11/11/2014 18:05,"114km SW of Pole Ojea, Puerto Rico",earthquake,0101000020AD100000F7065F984C0151C08BFD65F7E4513140,
57:02.1,36.045,-97.2577,3.3,usb000srth,09:49.3,"11km N of Langston, Oklahoma",earthquake,0101000020AD100000780B24287E5058C0F6285C8FC2054240,Oklahoma
50:05.8,41.8857,-119.6242,3.13,nn00465689,14:49.1,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD100000728A8EE4F2E75DC09A081B9E5EF14440,Nevada
